Row_ID,Order_Date,Ship_Date,Ship_Mode,Delay_Timing,Delay_Timing_Days
5238,2015-09-20,2015-09-24,Standard Class,4 days,4
5239,2015-09-20,2015-09-24,Standard Class,4 days,4
5242,2017-09-23,2017-09-26,Second Class,3 days,3
5243,2018-04-08,2018-08-08,Standard Class,122 days,122
5245,2017-02-08,2017-04-08,Second Class,59 days,59
5246,2017-02-08,2017-04-08,Second Class,59 days,59
5247,2017-02-08,2017-04-08,Second Class,59 days,59
5248,2016-05-21,2016-05-27,Standard Class,6 days,6
5249,2018-03-11,2018-05-11,Second Class,61 days,61
5250,2016-04-16,2016-04-21,Standard Class,5 days,5
5251,2017-12-12,2017-12-18,Standard Class,6 days,6
5252,2017-12-12,2017-12-18,Standard Class,6 days,6
5254,2015-07-03,2015-11-03,Second Class,123 days,123
5255,2016-05-03,2016-07-03,Second Class,61 days,61
5256,2016-05-03,2016-07-03,Second Class,61 days,61
5257,2017-08-08,2017-08-14,Standard Class,6 days,6
5258,2018-03-01,2018-08-01,Standard Class,153 days,153
5259,2018-09-10,2018-11-10,First Class,61 days,61
5260,2018-10-20,2018-10-26,Standard Class,6 days,6
5261,2015-07-09,2015-10-09,First Class,92 days,92
5262,2015-07-09,2015-10-09,First Class,92 days,92
5263,2015-07-09,2015-10-09,First Class,92 days,92
5264,2015-07-09,2015-10-09,First Class,92 days,92
5265,2015-07-09,2015-10-09,First Class,92 days,92
5269,2018-11-16,2018-11-21,Standard Class,5 days,5
5274,2017-11-26,2017-11-29,First Class,3 days,3
5276,2018-12-14,2018-12-20,Standard Class,6 days,6
5277,2018-12-14,2018-12-20,Standard Class,6 days,6
5278,2015-09-13,2015-09-17,Standard Class,4 days,4
5279,2015-07-12,2015-12-13,Standard Class,154 days,154
5280,2018-07-09,2018-11-09,Standard Class,123 days,123
5281,2018-07-10,2018-12-10,Standard Class,153 days,153
5282,2016-05-09,2016-10-09,Standard Class,153 days,153
5283,2016-05-09,2016-10-09,Standard Class,153 days,153
5284,2015-03-30,2015-04-04,Standard Class,5 days,5
5285,2015-03-30,2015-04-04,Standard Class,5 days,5
5286,2018-05-05,2018-06-05,First Class,31 days,31
5287,2018-05-05,2018-06-05,First Class,31 days,31
5288,2018-05-05,2018-06-05,First Class,31 days,31
5289,2018-04-30,2018-05-05,Standard Class,5 days,5
5290,2015-08-09,2015-09-15,Standard Class,37 days,37
5291,2015-08-09,2015-09-15,Standard Class,37 days,37
5292,2015-08-09,2015-09-15,Standard Class,37 days,37
5293,2018-06-20,2018-06-23,First Class,3 days,3
5294,2016-12-26,2016-12-30,Standard Class,4 days,4
5295,2018-08-15,2018-08-19,Standard Class,4 days,4
5296,2018-04-03,2018-09-03,Standard Class,153 days,153
5297,2018-07-27,2018-07-31,Standard Class,4 days,4
5298,2018-07-27,2018-07-31,Standard Class,4 days,4
5299,2017-09-23,2017-09-26,First Class,3 days,3
5300,2017-09-23,2017-09-26,First Class,3 days,3
5304,2015-11-16,2015-11-20,Standard Class,4 days,4
5305,2015-09-21,2015-09-23,First Class,2 days,2
5306,2017-02-21,2017-02-26,Standard Class,5 days,5
5307,2017-02-21,2017-02-26,Standard Class,5 days,5
5308,2017-02-21,2017-02-26,Standard Class,5 days,5
5309,2018-11-19,2018-11-21,First Class,2 days,2
5310,2018-11-19,2018-11-21,First Class,2 days,2
5311,2018-11-19,2018-11-21,First Class,2 days,2
5312,2017-08-21,2017-08-27,Standard Class,6 days,6
5313,2017-08-21,2017-08-27,Standard Class,6 days,6
5314,2018-04-30,2018-05-05,Standard Class,5 days,5
5315,2018-04-30,2018-05-05,Standard Class,5 days,5
5316,2017-02-05,2017-08-05,Standard Class,181 days,181
5317,2018-02-10,2018-05-10,First Class,89 days,89
5318,2018-02-10,2018-05-10,First Class,89 days,89
5319,2018-02-10,2018-05-10,First Class,89 days,89
5320,2018-02-10,2018-05-10,First Class,89 days,89
5321,2018-02-10,2018-05-10,First Class,89 days,89
5322,2018-02-10,2018-05-10,First Class,89 days,89
5323,2018-02-10,2018-05-10,First Class,89 days,89
5324,2018-09-18,2018-09-23,Second Class,5 days,5
5325,2016-04-12,2016-09-12,Standard Class,153 days,153
5326,2016-04-12,2016-09-12,Standard Class,153 days,153
5327,2016-01-17,2016-01-22,Standard Class,5 days,5
5328,2015-06-01,2015-08-01,Second Class,61 days,61
5329,2016-05-03,2016-09-03,Standard Class,123 days,123
5330,2017-12-25,2017-12-28,Second Class,3 days,3
5331,2017-04-09,2017-08-09,Standard Class,122 days,122
5332,2017-04-09,2017-08-09,Standard Class,122 days,122
5333,2017-04-09,2017-08-09,Standard Class,122 days,122
5337,2016-05-21,2016-05-25,Standard Class,4 days,4
5338,2018-10-16,2018-10-21,Standard Class,5 days,5
5339,2016-09-11,2016-11-14,Second Class,64 days,64
5340,2016-09-11,2016-11-14,Second Class,64 days,64
5341,2016-09-11,2016-11-14,Second Class,64 days,64
5342,2016-09-11,2016-11-14,Second Class,64 days,64
5343,2015-11-21,2015-11-27,Standard Class,6 days,6
5344,2015-11-21,2015-11-27,Standard Class,6 days,6
5346,2018-03-21,2018-03-23,Second Class,2 days,2
5347,2018-03-21,2018-03-23,Second Class,2 days,2
5348,2018-03-21,2018-03-23,Second Class,2 days,2
5349,2016-04-01,2016-10-01,Standard Class,183 days,183
5350,2016-04-01,2016-10-01,Standard Class,183 days,183
5351,2018-09-12,2018-12-16,Standard Class,95 days,95
5352,2017-06-09,2017-12-09,Standard Class,183 days,183
5353,2017-06-09,2017-12-09,Standard Class,183 days,183
5354,2017-03-09,2017-06-09,First Class,92 days,92
5355,2015-05-13,2015-05-19,Standard Class,6 days,6
5356,2015-05-13,2015-05-19,Standard Class,6 days,6
5358,2015-05-08,2015-11-08,Standard Class,184 days,184
5359,2015-05-08,2015-11-08,Standard Class,184 days,184
5360,2015-05-08,2015-11-08,Standard Class,184 days,184
5361,2018-04-14,2018-04-18,Standard Class,4 days,4
5362,2018-09-06,2018-10-06,First Class,30 days,30
5363,2017-12-29,2018-02-01,Standard Class,34 days,34
5364,2017-12-29,2018-02-01,Standard Class,34 days,34
5365,2015-01-18,2015-01-21,Second Class,3 days,3
5366,2017-11-20,2017-11-24,Standard Class,4 days,4
5371,2018-08-04,2018-12-04,Standard Class,122 days,122
5372,2018-08-04,2018-12-04,Standard Class,122 days,122
5373,2016-10-24,2016-10-30,Standard Class,6 days,6
5374,2016-10-24,2016-10-30,Standard Class,6 days,6
5375,2016-10-24,2016-10-30,Standard Class,6 days,6
5376,2018-05-27,2018-05-31,Standard Class,4 days,4
5377,2018-05-27,2018-05-31,Standard Class,4 days,4
5378,2015-05-12,2015-07-12,First Class,61 days,61
5379,2015-05-12,2015-07-12,First Class,61 days,61
5380,2017-08-14,2017-08-18,Standard Class,4 days,4
5381,2017-08-14,2017-08-18,Standard Class,4 days,4
5382,2017-05-09,2017-07-09,Second Class,61 days,61
5383,2017-05-09,2017-07-09,Second Class,61 days,61
5384,2017-05-09,2017-07-09,Second Class,61 days,61
5388,2018-02-18,2018-02-21,Second Class,3 days,3
5389,2018-02-18,2018-02-21,Second Class,3 days,3
5390,2018-02-18,2018-02-21,Second Class,3 days,3
5391,2018-10-11,2018-12-11,Second Class,61 days,61
5392,2015-11-19,2015-11-25,Standard Class,6 days,6
5393,2015-11-19,2015-11-25,Standard Class,6 days,6
5394,2015-11-19,2015-11-25,Standard Class,6 days,6
5395,2015-11-19,2015-11-25,Standard Class,6 days,6
5396,2015-11-18,2015-11-21,Second Class,3 days,3
5398,2017-11-20,2017-11-27,Standard Class,7 days,7
5401,2018-09-21,2018-09-23,First Class,2 days,2
5402,2018-09-21,2018-09-23,First Class,2 days,2
5403,2018-08-24,2018-08-29,Standard Class,5 days,5
5404,2018-08-24,2018-08-29,Standard Class,5 days,5
5405,2017-02-22,2017-02-26,Standard Class,4 days,4
5406,2017-02-22,2017-02-26,Standard Class,4 days,4
5407,2017-02-22,2017-02-26,Standard Class,4 days,4
5408,2018-08-12,2018-12-14,Standard Class,124 days,124
5409,2018-08-12,2018-12-14,Standard Class,124 days,124
5410,2018-08-12,2018-12-14,Standard Class,124 days,124
5411,2018-08-12,2018-12-14,Standard Class,124 days,124
5412,2018-09-18,2018-09-22,Standard Class,4 days,4
5413,2018-09-18,2018-09-22,Standard Class,4 days,4
5415,2018-09-23,2018-09-28,Standard Class,5 days,5
5416,2018-09-23,2018-09-28,Standard Class,5 days,5
5417,2018-09-23,2018-09-28,Standard Class,5 days,5
5418,2015-06-10,2015-08-10,Second Class,61 days,61
5419,2016-10-23,2016-10-26,First Class,3 days,3
5420,2016-10-23,2016-10-26,First Class,3 days,3
5423,2017-12-29,2018-02-01,Standard Class,34 days,34
5424,2018-03-11,2018-05-11,Second Class,61 days,61
5425,2018-01-20,2018-01-26,Standard Class,6 days,6
5426,2017-03-12,2017-06-12,First Class,92 days,92
5427,2017-03-12,2017-06-12,First Class,92 days,92
5429,2017-02-09,2017-04-09,First Class,59 days,59
5430,2015-05-09,2015-07-09,First Class,61 days,61
5431,2018-10-21,2018-10-25,Standard Class,4 days,4
5432,2018-10-21,2018-10-25,Standard Class,4 days,4
5433,2018-10-21,2018-10-25,Standard Class,4 days,4
5434,2018-04-25,2018-04-29,Standard Class,4 days,4
5435,2016-10-19,2016-10-24,Standard Class,5 days,5
5436,2016-10-19,2016-10-24,Standard Class,5 days,5
5437,2015-05-07,2015-08-07,First Class,92 days,92
5438,2015-05-07,2015-08-07,First Class,92 days,92
5439,2015-05-07,2015-08-07,First Class,92 days,92
5440,2017-04-04,2017-09-04,Standard Class,153 days,153
5441,2018-11-13,2018-11-18,Second Class,5 days,5
5442,2018-09-09,2018-09-13,Standard Class,4 days,4
5443,2016-04-17,2016-04-23,Standard Class,6 days,6
5444,2016-04-17,2016-04-23,Standard Class,6 days,6
5445,2016-04-17,2016-04-23,Standard Class,6 days,6
5446,2017-07-25,2017-07-29,Standard Class,4 days,4
5447,2017-08-26,2017-08-31,Standard Class,5 days,5
5448,2017-08-26,2017-08-31,Standard Class,5 days,5
5453,2017-07-22,2017-07-29,Standard Class,7 days,7
5454,2018-05-19,2018-05-23,Standard Class,4 days,4
5457,2018-12-29,2019-02-01,Standard Class,34 days,34
5458,2018-12-29,2019-02-01,Standard Class,34 days,34
5459,2018-04-09,2018-06-09,Second Class,61 days,61
5460,2018-04-09,2018-06-09,Second Class,61 days,61
5461,2015-03-21,2015-03-25,Standard Class,4 days,4
5467,2015-02-14,2015-02-19,Second Class,5 days,5
5472,2018-12-19,2018-12-23,Standard Class,4 days,4
5473,2018-12-19,2018-12-23,Standard Class,4 days,4
5474,2018-12-19,2018-12-23,Standard Class,4 days,4
5476,2018-06-15,2018-06-18,First Class,3 days,3
5477,2018-06-15,2018-06-18,First Class,3 days,3
5478,2018-06-15,2018-06-18,First Class,3 days,3
5479,2017-11-20,2017-11-24,Standard Class,4 days,4
5480,2015-03-31,2015-04-04,Standard Class,4 days,4
5481,2018-08-10,2018-10-14,Standard Class,65 days,65
5482,2018-08-10,2018-10-14,Standard Class,65 days,65
5483,2018-08-10,2018-10-14,Standard Class,65 days,65
5484,2018-08-10,2018-10-14,Standard Class,65 days,65
5485,2018-01-30,2018-04-02,Standard Class,62 days,62
5486,2015-12-12,2015-12-17,Standard Class,5 days,5
5487,2016-10-24,2016-10-29,Standard Class,5 days,5
5488,2018-01-04,2018-04-04,Second Class,90 days,90
5489,2018-01-04,2018-04-04,Second Class,90 days,90
5490,2018-01-04,2018-04-04,Second Class,90 days,90
5491,2018-01-04,2018-04-04,Second Class,90 days,90
5496,2016-04-09,2016-08-09,Standard Class,122 days,122
5498,2018-07-15,2018-07-18,Second Class,3 days,3
5499,2018-07-15,2018-07-18,Second Class,3 days,3
5500,2018-07-15,2018-07-18,Second Class,3 days,3
5501,2018-07-15,2018-07-18,Second Class,3 days,3
5502,2018-07-15,2018-07-18,Second Class,3 days,3
5503,2018-02-11,2018-06-11,Standard Class,120 days,120
5504,2018-02-11,2018-06-11,Standard Class,120 days,120
5505,2018-02-11,2018-06-11,Standard Class,120 days,120
5506,2018-02-11,2018-06-11,Standard Class,120 days,120
5509,2016-08-10,2016-12-10,Standard Class,122 days,122
5510,2018-05-15,2018-05-20,Standard Class,5 days,5
5511,2018-05-15,2018-05-20,Standard Class,5 days,5
5517,2017-11-18,2017-11-21,Second Class,3 days,3
5518,2018-04-12,2018-09-12,Standard Class,153 days,153
5519,2018-04-12,2018-09-12,Standard Class,153 days,153
5520,2018-04-12,2018-09-12,Standard Class,153 days,153
5521,2018-04-12,2018-09-12,Standard Class,153 days,153
5522,2018-04-12,2018-09-12,Standard Class,153 days,153
5523,2017-05-06,2017-07-06,First Class,61 days,61
5524,2017-05-06,2017-07-06,First Class,61 days,61
5525,2017-10-12,2017-12-12,First Class,61 days,61
5526,2018-04-30,2018-05-05,Standard Class,5 days,5
5527,2018-04-24,2018-04-28,Standard Class,4 days,4
5528,2016-08-05,2016-10-05,First Class,61 days,61
5529,2016-03-31,2016-04-04,Standard Class,4 days,4
5530,2018-06-08,2018-11-08,Standard Class,153 days,153
5531,2018-02-12,2018-06-12,Standard Class,120 days,120
5532,2017-06-06,2017-07-06,First Class,30 days,30
5533,2017-06-06,2017-07-06,First Class,30 days,30
5534,2017-06-06,2017-07-06,First Class,30 days,30
5535,2017-06-06,2017-07-06,First Class,30 days,30
5536,2017-06-06,2017-07-06,First Class,30 days,30
5537,2017-06-06,2017-07-06,First Class,30 days,30
5538,2017-06-06,2017-07-06,First Class,30 days,30
5539,2016-04-13,2016-04-20,Standard Class,7 days,7
5540,2018-05-22,2018-05-26,Standard Class,4 days,4
5541,2018-05-22,2018-05-26,Standard Class,4 days,4
5542,2018-05-22,2018-05-26,Standard Class,4 days,4
5543,2017-12-19,2017-12-25,Standard Class,6 days,6
5544,2017-12-19,2017-12-25,Standard Class,6 days,6
5545,2017-12-19,2017-12-25,Standard Class,6 days,6
5546,2018-09-22,2018-09-26,Standard Class,4 days,4
5547,2018-07-09,2018-08-09,First Class,31 days,31
5548,2018-07-09,2018-08-09,First Class,31 days,31
5556,2018-02-10,2018-06-10,Second Class,120 days,120
5557,2016-12-14,2016-12-18,Standard Class,4 days,4
5558,2016-12-14,2016-12-18,Standard Class,4 days,4
5559,2016-06-12,2016-10-12,Standard Class,122 days,122
5560,2016-06-12,2016-10-12,Standard Class,122 days,122
5561,2016-06-12,2016-10-12,Standard Class,122 days,122
5572,2015-05-12,2015-09-12,Standard Class,123 days,123
5573,2015-05-12,2015-09-12,Standard Class,123 days,123
5574,2015-05-12,2015-09-12,Standard Class,123 days,123
5575,2015-05-12,2015-09-12,Standard Class,123 days,123
5576,2015-05-12,2015-09-12,Standard Class,123 days,123
5577,2017-12-12,2017-12-16,Standard Class,4 days,4
5578,2017-12-12,2017-12-16,Standard Class,4 days,4
5579,2018-09-09,2018-09-14,Second Class,5 days,5
5580,2018-09-09,2018-09-14,Second Class,5 days,5
5581,2018-09-09,2018-09-14,Second Class,5 days,5
5582,2018-04-10,2018-08-10,Standard Class,122 days,122
5584,2015-12-15,2015-12-19,Second Class,4 days,4
5589,2015-07-19,2015-07-24,Standard Class,5 days,5
5590,2017-08-12,2017-11-12,Second Class,92 days,92
5591,2017-08-12,2017-11-12,Second Class,92 days,92
5592,2015-10-13,2015-10-18,Second Class,5 days,5
5593,2015-10-13,2015-10-18,Second Class,5 days,5
5594,2018-11-19,2018-11-25,Standard Class,6 days,6
5597,2016-09-25,2016-09-29,Standard Class,4 days,4
5598,2018-02-13,2018-02-20,Standard Class,7 days,7
5599,2018-02-13,2018-02-20,Standard Class,7 days,7
5603,2017-08-27,2017-08-29,Second Class,2 days,2
5604,2017-08-27,2017-08-29,Second Class,2 days,2
5605,2016-03-12,2016-07-12,Standard Class,122 days,122
5606,2017-09-20,2017-09-25,Standard Class,5 days,5
5607,2017-09-20,2017-09-25,Standard Class,5 days,5
5608,2018-03-25,2018-03-31,Standard Class,6 days,6
5609,2016-06-12,2016-11-12,Standard Class,153 days,153
5611,2016-05-10,2016-07-10,First Class,61 days,61
5612,2018-08-18,2018-08-22,Standard Class,4 days,4
5613,2018-08-18,2018-08-22,Standard Class,4 days,4
5614,2017-02-02,2017-07-02,Standard Class,150 days,150
5615,2017-08-23,2017-08-27,Standard Class,4 days,4
5616,2017-08-23,2017-08-27,Standard Class,4 days,4
5617,2017-08-23,2017-08-27,Standard Class,4 days,4
5619,2016-09-18,2016-09-21,First Class,3 days,3
5620,2017-09-25,2017-09-30,Standard Class,5 days,5
5621,2017-09-25,2017-09-30,Standard Class,5 days,5
5622,2017-09-25,2017-09-30,Standard Class,5 days,5
5623,2017-09-25,2017-09-30,Standard Class,5 days,5
5624,2017-10-24,2017-10-28,Second Class,4 days,4
5625,2017-10-24,2017-10-28,Second Class,4 days,4
5630,2017-08-21,2017-08-23,Second Class,2 days,2
5634,2017-09-23,2017-09-28,Second Class,5 days,5
5635,2016-05-12,2016-06-12,First Class,31 days,31
5636,2018-03-09,2018-08-09,Standard Class,153 days,153
5637,2018-03-09,2018-08-09,Standard Class,153 days,153
5639,2015-12-21,2015-12-27,Standard Class,6 days,6
5640,2015-12-21,2015-12-27,Standard Class,6 days,6
5641,2015-09-23,2015-09-28,Standard Class,5 days,5
5642,2018-02-04,2018-05-04,First Class,89 days,89
5643,2017-01-04,2017-05-04,Second Class,120 days,120
5644,2016-05-15,2016-05-20,Second Class,5 days,5
5645,2018-03-23,2018-03-26,First Class,3 days,3
5646,2018-04-14,2018-04-19,Standard Class,5 days,5
5647,2016-04-01,2016-09-01,Standard Class,153 days,153
5648,2018-02-11,2018-07-11,Standard Class,150 days,150
5649,2018-07-17,2018-07-19,Second Class,2 days,2
5650,2018-07-17,2018-07-19,Second Class,2 days,2
5651,2018-07-17,2018-07-19,Second Class,2 days,2
5652,2018-07-17,2018-07-19,Second Class,2 days,2
5653,2018-06-10,2018-11-10,Standard Class,153 days,153
5654,2015-04-11,2015-11-11,Standard Class,214 days,214
5655,2017-12-18,2017-12-21,First Class,3 days,3
5656,2017-12-18,2017-12-21,First Class,3 days,3
5657,2017-12-18,2017-12-21,First Class,3 days,3
5658,2017-12-18,2017-12-21,First Class,3 days,3
5659,2017-12-18,2017-12-21,First Class,3 days,3
5660,2017-12-18,2017-12-21,First Class,3 days,3
5661,2017-12-18,2017-12-21,First Class,3 days,3
5671,2016-09-06,2016-11-06,Second Class,61 days,61
5672,2016-09-06,2016-11-06,Second Class,61 days,61
5675,2017-01-22,2017-01-27,Standard Class,5 days,5
5678,2015-12-29,2016-05-01,Standard Class,124 days,124
5681,2017-09-24,2017-09-30,Standard Class,6 days,6
5682,2017-09-24,2017-09-30,Standard Class,6 days,6
5683,2015-02-04,2015-08-04,Standard Class,181 days,181
5684,2015-02-04,2015-08-04,Standard Class,181 days,181
5685,2015-02-04,2015-08-04,Standard Class,181 days,181
5690,2016-12-26,2016-12-31,Standard Class,5 days,5
5691,2016-10-12,2016-12-16,Standard Class,65 days,65
5692,2016-10-12,2016-12-16,Standard Class,65 days,65
5693,2016-10-12,2016-12-16,Standard Class,65 days,65
5694,2016-10-12,2016-12-16,Standard Class,65 days,65
5695,2016-10-12,2016-12-16,Standard Class,65 days,65
5696,2017-05-05,2017-07-05,Second Class,61 days,61
5697,2018-10-14,2018-10-18,Standard Class,4 days,4
5698,2018-10-14,2018-10-18,Standard Class,4 days,4
5700,2018-03-11,2018-08-11,Standard Class,153 days,153
5701,2017-11-24,2017-11-26,First Class,2 days,2
5702,2017-11-24,2017-11-26,First Class,2 days,2
5703,2015-12-14,2015-12-21,Standard Class,7 days,7
5704,2015-12-14,2015-12-21,Standard Class,7 days,7
5705,2015-12-14,2015-12-21,Standard Class,7 days,7
5706,2015-03-11,2015-08-11,Standard Class,153 days,153
5707,2018-09-22,2018-09-25,Second Class,3 days,3
5714,2015-01-03,2015-05-03,Standard Class,120 days,120
5715,2018-09-25,2018-09-29,Standard Class,4 days,4
5716,2016-09-10,2016-12-10,Second Class,91 days,91
5717,2016-09-10,2016-12-10,Second Class,91 days,91
5718,2016-09-10,2016-12-10,Second Class,91 days,91
5719,2016-09-10,2016-12-10,Second Class,91 days,91
5721,2016-11-14,2016-11-17,First Class,3 days,3
5722,2016-11-14,2016-11-17,First Class,3 days,3
5723,2016-11-14,2016-11-17,First Class,3 days,3
5724,2017-09-26,2017-09-30,Standard Class,4 days,4
5725,2015-09-22,2015-09-27,Standard Class,5 days,5
5726,2016-09-25,2016-09-27,First Class,2 days,2
5727,2016-04-05,2016-08-05,Standard Class,122 days,122
5728,2018-08-12,2018-12-13,Standard Class,123 days,123
5729,2018-08-12,2018-12-13,Standard Class,123 days,123
5730,2018-08-12,2018-12-13,Standard Class,123 days,123
5731,2018-08-12,2018-12-13,Standard Class,123 days,123
5732,2018-08-12,2018-12-13,Standard Class,123 days,123
5737,2015-01-20,2015-01-25,Standard Class,5 days,5
5738,2015-01-20,2015-01-25,Standard Class,5 days,5
5739,2017-12-31,2018-06-01,Standard Class,152 days,152
5740,2018-03-28,2018-03-31,First Class,3 days,3
5741,2018-03-28,2018-03-31,First Class,3 days,3
5742,2018-03-28,2018-03-31,First Class,3 days,3
5743,2018-03-28,2018-03-31,First Class,3 days,3
5744,2018-03-28,2018-03-31,First Class,3 days,3
5745,2018-03-28,2018-03-31,First Class,3 days,3
5746,2018-03-28,2018-03-31,First Class,3 days,3
5747,2017-08-12,2017-12-12,Standard Class,122 days,122
5748,2017-08-12,2017-12-12,Standard Class,122 days,122
5749,2017-08-12,2017-12-12,Standard Class,122 days,122
5750,2018-11-18,2018-11-22,Standard Class,4 days,4
5752,2017-01-22,2017-01-28,Standard Class,6 days,6
5753,2017-01-22,2017-01-28,Standard Class,6 days,6
5754,2017-03-02,2017-10-02,Standard Class,214 days,214
5756,2015-10-14,2015-10-18,Standard Class,4 days,4
5757,2015-10-14,2015-10-18,Standard Class,4 days,4
5764,2016-03-11,2016-05-11,First Class,61 days,61
5765,2016-10-09,2016-12-09,Second Class,61 days,61
5766,2015-08-11,2015-11-14,Standard Class,95 days,95
5767,2017-08-10,2017-10-15,Standard Class,66 days,66
5768,2018-08-09,2018-12-09,Second Class,122 days,122
5771,2016-09-24,2016-09-28,Standard Class,4 days,4
5772,2016-09-24,2016-09-28,Standard Class,4 days,4
5777,2017-04-12,2017-08-12,Standard Class,122 days,122
5778,2017-04-12,2017-09-12,Standard Class,153 days,153
5779,2015-11-11,2015-11-18,Standard Class,7 days,7
5780,2015-11-11,2015-11-18,Standard Class,7 days,7
5781,2016-02-04,2016-09-04,Standard Class,213 days,213
5782,2016-12-12,2016-12-16,Second Class,4 days,4
5783,2016-12-12,2016-12-16,Second Class,4 days,4
5784,2016-12-12,2016-12-16,Second Class,4 days,4
5785,2018-02-10,2018-08-10,Standard Class,181 days,181
5786,2018-02-10,2018-08-10,Standard Class,181 days,181
5787,2018-02-10,2018-08-10,Standard Class,181 days,181
5788,2018-02-10,2018-08-10,Standard Class,181 days,181
5800,2015-08-20,2015-08-25,Second Class,5 days,5
5803,2016-03-22,2016-03-24,First Class,2 days,2
5805,2018-11-13,2018-11-19,Standard Class,6 days,6
5806,2018-11-13,2018-11-19,Standard Class,6 days,6
5807,2017-04-09,2017-07-09,Second Class,91 days,91
5808,2017-04-09,2017-07-09,Second Class,91 days,91
5809,2017-04-09,2017-07-09,Second Class,91 days,91
5810,2017-06-02,2017-11-02,Standard Class,153 days,153
5811,2016-03-22,2016-03-26,Standard Class,4 days,4
5812,2016-03-22,2016-03-26,Standard Class,4 days,4
5813,2016-03-22,2016-03-26,Standard Class,4 days,4
5814,2016-02-07,2016-03-07,First Class,29 days,29
5815,2016-06-15,2016-06-17,First Class,2 days,2
5826,2018-03-09,2018-06-09,Second Class,92 days,92
5827,2018-03-09,2018-06-09,Second Class,92 days,92
5828,2018-03-09,2018-06-09,Second Class,92 days,92
5829,2018-03-09,2018-06-09,Second Class,92 days,92
5830,2017-03-12,2017-07-12,Standard Class,122 days,122
5831,2017-03-12,2017-07-12,Standard Class,122 days,122
5832,2016-07-18,2016-07-22,Standard Class,4 days,4
5833,2017-07-21,2017-07-26,Standard Class,5 days,5
5834,2017-07-21,2017-07-26,Standard Class,5 days,5
5840,2016-09-22,2016-09-26,Second Class,4 days,4
5841,2016-09-22,2016-09-26,Second Class,4 days,4
5842,2016-11-17,2016-11-21,Standard Class,4 days,4
5843,2016-11-17,2016-11-21,Standard Class,4 days,4
5844,2016-11-17,2016-11-21,Standard Class,4 days,4
5845,2016-11-17,2016-11-21,Standard Class,4 days,4
5846,2016-11-17,2016-11-21,Standard Class,4 days,4
5847,2016-11-17,2016-11-21,Standard Class,4 days,4
5848,2016-11-17,2016-11-21,Standard Class,4 days,4
5849,2016-10-11,2016-11-14,Standard Class,34 days,34
5850,2016-10-11,2016-11-14,Standard Class,34 days,34
5851,2016-10-11,2016-11-14,Standard Class,34 days,34
5852,2016-10-11,2016-11-14,Standard Class,34 days,34
5853,2016-10-11,2016-11-14,Standard Class,34 days,34
5855,2016-05-08,2016-11-08,Standard Class,184 days,184
5856,2016-05-08,2016-11-08,Standard Class,184 days,184
5857,2016-05-08,2016-11-08,Standard Class,184 days,184
5858,2016-05-08,2016-11-08,Standard Class,184 days,184
5859,2018-03-09,2018-07-09,Second Class,122 days,122
5860,2016-01-11,2016-08-11,Standard Class,213 days,213
5862,2017-01-05,2017-04-05,Second Class,90 days,90
5863,2017-01-05,2017-04-05,Second Class,90 days,90
5864,2017-01-05,2017-04-05,Second Class,90 days,90
5865,2015-05-08,2015-07-08,Second Class,61 days,61
5866,2015-05-08,2015-07-08,Second Class,61 days,61
5867,2015-05-08,2015-07-08,Second Class,61 days,61
5868,2017-04-01,2017-08-01,Standard Class,122 days,122
5869,2017-04-01,2017-08-01,Standard Class,122 days,122
5870,2017-07-11,2017-12-11,Standard Class,153 days,153
5872,2017-09-24,2017-09-28,Standard Class,4 days,4
5876,2016-07-04,2016-09-04,First Class,62 days,62
5877,2015-05-21,2015-05-26,Standard Class,5 days,5
5878,2015-05-21,2015-05-26,Standard Class,5 days,5
5879,2015-05-21,2015-05-26,Standard Class,5 days,5
5880,2017-05-09,2017-11-09,Standard Class,184 days,184
5881,2017-09-18,2017-09-22,Standard Class,4 days,4
5882,2017-09-18,2017-09-22,Standard Class,4 days,4
5883,2017-09-18,2017-09-22,Standard Class,4 days,4
5884,2017-03-13,2017-03-15,Second Class,2 days,2
5885,2017-03-13,2017-03-15,Second Class,2 days,2
5888,2018-08-10,2018-11-10,First Class,92 days,92
5889,2016-07-05,2016-12-05,Standard Class,153 days,153
5890,2017-04-14,2017-04-17,First Class,3 days,3
5891,2017-11-21,2017-11-26,Standard Class,5 days,5
5892,2017-11-21,2017-11-26,Standard Class,5 days,5
5893,2017-11-21,2017-11-26,Standard Class,5 days,5
5895,2018-09-09,2018-09-14,Standard Class,5 days,5
5896,2015-01-11,2015-08-11,Standard Class,212 days,212
5897,2015-01-11,2015-08-11,Standard Class,212 days,212
5898,2017-03-04,2017-09-04,Standard Class,184 days,184
5899,2017-03-04,2017-09-04,Standard Class,184 days,184
5901,2016-11-20,2016-11-24,Standard Class,4 days,4
5908,2017-02-12,2017-07-12,Standard Class,150 days,150
5909,2017-02-12,2017-07-12,Standard Class,150 days,150
5910,2017-02-12,2017-07-12,Standard Class,150 days,150
5911,2017-02-12,2017-07-12,Standard Class,150 days,150
5912,2017-12-17,2017-12-22,Standard Class,5 days,5
5913,2015-08-24,2015-08-26,Second Class,2 days,2
5914,2016-09-17,2016-09-23,Standard Class,6 days,6
5915,2016-09-17,2016-09-23,Standard Class,6 days,6
5916,2016-09-17,2016-09-23,Standard Class,6 days,6
